ym,revenue,n_orders,def_id,anchor,source,freight,voucher,status,aov
2017-12,889512.21,5832,approved|items|incl|all,approved,items,incl,n/a,all,152.5226697530864
2018-08,1032210.4399999987,6620,approved|items|incl|all,approved,items,incl,n/a,all,155.92302719033214
2017-04,409570.8499999998,2374,approved|items|incl|all,approved,items,incl,n/a,all,172.5235256950294
2017-03,428557.47,2689,approved|items|incl|all,approved,items,incl,n/a,all,159.37429155820007
2018-03,1166597.2999999954,7288,approved|items|incl|all,approved,items,incl,n/a,all,160.0709796926448
2017-01,130840.54999999983,760,approved|items|incl|all,approved,items,incl,n/a,all,172.1586184210524
2016-10,57020.129999999954,320,approved|items|incl|all,approved,items,incl,n/a,all,178.18790624999986
2016-12,19.62,1,approved|items|incl|all,approved,items,incl,n/a,all,19.62
2016-09,143.46,1,approved|items|incl|all,approved,items,incl,n/a,all,143.46
2017-09,711298.2899999995,4301,approved|items|incl|all,approved,items,incl,n/a,all,165.37974657056486
2017-11,1161702.7200000004,7395,approved|items|incl|all,approved,items,incl,n/a,all,157.0929979716025
2018-02,979849.0100000019,6706,approved|items|incl|all,approved,items,incl,n/a,all,146.11527139874767
2017-08,667621.6000000023,4348,approved|items|incl|all,approved,items,incl,n/a,all,153.54682612695547
2017-10,774663.2300000004,4590,approved|items|incl|all,approved,items,incl,n/a,all,168.77194553376916
2017-07,578682.6700000025,3974,approved|items|incl|all,approved,items,incl,n/a,all,145.61717916457033
2017-06,507643.1900000028,3252,approved|items|incl|all,approved,items,incl,n/a,all,156.10184194342028
2017-05,587151.6300000034,3693,approved|items|incl|all,approved,items,incl,n/a,all,158.99042242079702
2018-09,166.46,1,approved|items|incl|all,approved,items,incl,n/a,all,166.46
2018-06,869520.2400000185,6164,approved|items|excl|all,approved,items,excl,n/a,all,141.0642829331633
2017-02,247441.0799999969,1765,approved|items|excl|all,approved,items,excl,n/a,all,140.19324645892175
2018-07,877272.9700000182,6176,approved|items|excl|all,approved,items,excl,n/a,all,142.0454938471532
2018-04,976849.8000000262,6778,approved|items|excl|all,approved,items,excl,n/a,all,144.1206550604937
2018-01,942892.57000003,7187,approved|items|excl|all,approved,items,excl,n/a,all,131.1941797690316
2018-05,1018473.970000026,7066,approved|items|excl|all,approved,items,excl,n/a,all,144.1372728559335
2017-12,765532.3600000158,5832,approved|items|excl|all,approved,items,excl,n/a,all,131.26412208505073
2018-08,878987.1300000229,6620,approved|items|excl|all,approved,items,excl,n/a,all,132.7775120845956
2017-04,357638.7299999997,2374,approved|items|excl|all,approved,items,excl,n/a,all,150.64815922493668
2017-03,370611.55999999994,2689,approved|items|excl|all,approved,items,excl,n/a,all,137.82505020453698
2018-03,992982.100000026,7288,approved|items|excl|all,approved,items,excl,n/a,all,136.24891602634824
2017-01,114860.70999999979,760,approved|items|excl|all,approved,items,excl,n/a,all,151.13251315789446
2016-10,49640.05000000011,320,approved|items|excl|all,approved,items,excl,n/a,all,155.12515625000034
2016-12,10.9,1,approved|items|excl|all,approved,items,excl,n/a,all,10.9
2016-09,134.97,1,approved|items|excl|all,approved,items,excl,n/a,all,134.97
2017-09,614919.8600000123,4301,approved|items|excl|all,approved,items,excl,n/a,all,142.97136944896823
2017-11,994849.4900000275,7395,approved|items|excl|all,approved,items,excl,n/a,all,134.53001893171432
2018-02,837163.2800000275,6706,approved|items|excl|all,approved,items,excl,n/a,all,124.83794810617768
2017-08,572941.330000011,4348,approved|items|excl|all,approved,items,excl,n/a,all,131.77123505060052
2017-10,669892.6400000111,4590,approved|items|excl|all,approved,items,excl,n/a,all,145.94610893246428
2017-07,492766.0600000059,3974,approved|items|excl|all,approved,items,excl,n/a,all,123.99749874182332
2017-06,437278.5800000036,3252,approved|items|excl|all,approved,items,excl,n/a,all,134.46450799508108
2017-05,507167.89000000706,3693,approved|items|excl|all,approved,items,excl,n/a,all,137.33222041700705
2018-09,145.0,1,approved|items|excl|all,approved,items,excl,n/a,all,145.0
2018-06,1028017.8399999958,6164,approved|payments|incl|all,approved,payments,n/a,incl,all,166.7777157689805
2017-02,291836.21999999974,1765,approved|payments|incl|all,approved,payments,n/a,incl,all,165.34630028328598
2018-07,1043137.7600000012,6176,approved|payments|incl|all,approved,payments,n/a,incl,all,168.90183937823852
2018-04,1137693.9299999997,6778,approved|payments|incl|all,approved,payments,n/a,incl,all,167.8509781646503
2018-01,1106076.6700000055,7187,approved|payments|incl|all,approved,payments,n/a,incl,all,153.8996340615007
2018-05,1180152.8799999927,7066,approved|payments|incl|all,approved,payments,n/a,incl,all,167.0185225021218
2017-12,902534.69,5832,approved|payments|incl|all,approved,payments,n/a,incl,all,154.75560528120712
2018-08,1035448.7199999986,6620,approved|payments|incl|all,approved,payments,n/a,incl,all,156.4121933534741
2017-04,413537.46999999986,2374,approved|payments|incl|all,approved,payments,n/a,incl,all,174.19438500421225
2017-03,446020.61000000016,2689,approved|payments|incl|all,approved,payments,n/a,incl,all,165.8685793975456
2018-03,1170383.2699999951,7288,approved|payments|incl|all,approved,payments,n/a,incl,all,160.59045965971393
2017-01,131835.8699999998,760,approved|payments|incl|all,approved,payments,n/a,incl,all,173.46824999999973
2016-10,58380.73999999995,320,approved|payments|incl|all,approved,payments,n/a,incl,all,182.43981249999985
2016-12,19.62,1,approved|payments|incl|all,approved,payments,n/a,incl,all,19.62
2016-09,0.0,1,approved|payments|incl|all,approved,payments,n/a,incl,all,0.0
2017-09,717821.7899999997,4301,approved|payments|incl|all,approved,payments,n/a,incl,all,166.89648686352004
2017-11,1174911.5099999998,7395,approved|payments|incl|all,approved,payments,n/a,incl,all,158.8791764705882
2018-02,984422.010000002,6706,approved|payments|incl|all,approved,payments,n/a,incl,all,146.7971980316138
2017-08,672772.7900000028,4348,approved|payments|incl|all,approved,payments,n/a,incl,all,154.73155243790313
2017-10,782898.6100000005,4590,approved|payments|incl|all,approved,payments,n/a,incl,all,170.56614596949902
2017-07,585260.3000000025,3974,approved|payments|incl|all,approved,payments,n/a,incl,all,147.27234524408718
2017-06,515293.570000003,3252,approved|payments|incl|all,approved,payments,n/a,incl,all,158.4543573185741
2017-05,593119.0200000033,3693,approved|payments|incl|all,approved,payments,n/a,incl,all,160.6062875710813
2018-09,166.46,1,approved|payments|incl|all,approved,payments,n/a,incl,all,166.46
2018-06,1004492.7099999957,6164,approved|payments|excl|all,approved,payments,n/a,excl,all,162.96117942894153
2017-02,285488.92999999964,1765,approved|payments|excl|all,approved,payments,n/a,excl,all,161.75010198300262
2018-07,1023346.1800000011,6176,approved|payments|excl|all,approved,payments,n/a,excl,all,165.69724417098465
2018-04,1116138.009999999,6778,approved|payments|excl|all,approved,payments,n/a,excl,all,164.67070079669506
2018-01,1076541.680000002,7187,approved|payments|excl|all,approved,payments,n/a,excl,all,149.79013218310868
2018-05,1158444.5899999957,7066,approved|payments|excl|all,approved,payments,n/a,excl,all,163.94630484007862
2017-12,879068.1799999998,5832,approved|payments|excl|all,approved,payments,n/a,excl,all,150.7318552812071
2018-08,1017898.469999999,6620,approved|payments|excl|all,approved,payments,n/a,excl,all,153.76109818731103
2017-04,401934.3999999997,2374,approved|payments|excl|all,approved,payments,n/a,excl,all,169.3068239258634
2017-03,436399.28000000014,2689,approved|payments|excl|all,approved,payments,n/a,excl,all,162.29054667162518
2018-03,1144084.7099999955,7288,approved|payments|excl|all,approved,payments,n/a,excl,all,156.98198545554274
2017-01,127961.36999999988,760,approved|payments|excl|all,approved,payments,n/a,excl,all,168.37022368421037
2016-10,57563.659999999945,320,approved|payments|excl|all,approved,payments,n/a,excl,all,179.88643749999983
2016-12,19.62,1,approved|payments|excl|all,approved,payments,n/a,excl,all,19.62
2016-09,0.0,1,approved|payments|excl|all,approved,payments,n/a,excl,all,0.0
2017-09,699929.9699999993,4301,approved|payments|excl|all,approved,payments,n/a,excl,all,162.73656591490334
2017-11,1155965.0400000012,7395,approved|payments|excl|all,approved,payments,n/a,excl,all,156.31711156186628
2018-02,961472.9900000017,6706,approved|payments|excl|all,approved,payments,n/a,excl,all,143.37503578884608
2017-08,657866.0500000032,4348,approved|payments|excl|all,approved,payments,n/a,excl,all,151.30313937442577
2017-10,763973.4300000009,4590,approved|payments|excl|all,approved,payments,n/a,excl,all,166.44301307189562
2017-07,566825.9000000022,3974,approved|payments|excl|all,approved,payments,n/a,excl,all,142.6335933568199
2017-06,502601.4000000029,3252,approved|payments|excl|all,approved,payments,n/a,excl,all,154.55147601476102
2017-05,577120.5200000039,3693,approved|payments|excl|all,approved,payments,n/a,excl,all,156.27417275927536
2018-09,0.0,1,approved|payments|excl|all,approved,payments,n/a,excl,all,0.0
2018-06,1024743.4499999954,6146,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,166.7333957045225
2017-02,283416.98999999947,1750,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,161.9525657142854
2018-07,1018465.3000000003,6137,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,165.95491282385535
2018-04,1133596.7999999996,6764,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,167.59266706091063
2018-01,1093944.940000004,7155,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,152.89237456324304
2018-05,1172252.8199999933,7042,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,166.4658932121547
2017-12,887431.94,5825,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,152.34883090128756
2018-08,1025771.7599999992,6588,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,155.70306010928948
2017-04,403041.68999999994,2361,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,170.70804320203302
2017-03,422126.8399999999,2658,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,158.81370955605715
2018-03,1164127.4699999958,7265,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,160.23777976600078
2017-01,130595.51999999981,758,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,172.28960422163564
2016-10,53631.23999999996,300,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,178.77079999999987
2016-12,19.62,1,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,19.62
2016-09,143.46,1,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,143.46
2017-09,708002.0999999994,4285,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,165.2280280046673
2017-11,1154810.440000001,7366,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,156.77578604398605
2018-02,972262.3600000009,6635,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,146.53539713639802
2017-08,661320.5200000026,4327,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,152.83580309683444
2017-10,770106.8900000002,4569,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,168.5504246005691
2017-07,572464.7800000029,3951,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,144.89111111111185
2017-06,504008.7100000029,3238,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,155.65432674490515
2017-05,583950.7200000036,3674,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,158.94140446380064
2018-09,166.46,1,approved|items|incl|ex_canceled,approved,items,incl,n/a,ex_canceled,166.46
2018-06,867661.4600000184,6146,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,141.17498535633231
2017-02,245097.40999999692,1750,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,140.0556628571411
2018-07,859898.0200000181,6137,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,140.11699853348836
2018-04,973904.0300000262,6764,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,143.98344618569283
2018-01,938458.5000000297,7155,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,131.1612159329182
2018-05,1014719.0400000259,7042,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,144.09529111048366
2017-12,763754.650000016,5825,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,131.11667811159072
2018-08,873072.9000000228,6588,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,132.52472677595975
2017-04,351581.1699999994,2361,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,148.91197373994044
2017-03,364608.5799999999,2658,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,137.17403310759966
2018-03,990819.720000026,7265,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,136.38261803166222
2017-01,114646.10999999978,758,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,151.24816622691264
2016-10,46587.880000000114,300,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,155.2929333333337
2016-12,10.9,1,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,10.9
2016-09,134.97,1,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,134.97
2017-09,611934.0800000123,4285,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,142.80842007001453
2017-11,988487.5900000271,7366,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,134.1959801792054
2018-02,830740.000000027,6635,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,125.20572720422412
2017-08,567215.4400000104,4327,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,131.08746013404448
2017-10,665852.8300000111,4569,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,145.73272707376037
2017-07,487021.8800000057,3951,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,123.2654720323983
2017-06,433858.6900000035,3238,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,133.98971278567126
2017-05,504527.1500000068,3674,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,137.32366630375796
2018-09,145.0,1,approved|items|excl|ex_canceled,approved,items,excl,n/a,ex_canceled,145.0
2018-06,1025357.3599999956,6146,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,166.83328343638067
2017-02,289117.28999999963,1750,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,165.2098799999998
2018-07,1024297.0300000007,6137,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,166.90517027863788
2018-04,1134366.4499999995,6764,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,167.70645328208153
2018-01,1100858.640000005,7155,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,153.8586498951789
2018-05,1175578.5199999935,7042,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,166.93815961374517
2017-12,900447.53,5825,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,154.5832669527897
2018-08,1029010.0399999988,6588,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,156.19460230722507
2017-04,407008.3099999999,2361,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,172.38810249894107
2017-03,438915.2500000001,2658,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,165.1298908954101
2018-03,1167517.5699999952,7265,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,160.70441431520925
2017-01,131590.8399999998,758,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,173.6026912928757
2016-10,53934.24999999998,300,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,179.78083333333325
2016-12,19.62,1,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,19.62
2016-09,0.0,1,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,0.0
2017-09,714500.4799999996,4285,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,166.74456942823795
2017-11,1168019.2299999997,7366,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,158.56899674178655
2018-02,976835.3600000018,6635,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,147.22462094951044
2017-08,666471.7100000029,4327,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,154.02627917725974
2017-10,778342.2700000005,4569,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,170.35287152549802
2017-07,579042.4100000024,3951,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,146.5559124272342
2017-06,511659.0900000031,3238,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,158.01701358863593
2017-05,589918.1100000034,3674,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,160.5656260206868
2018-09,166.46,1,approved|payments|incl|ex_canceled,approved,payments,n/a,incl,ex_canceled,166.46
2018-06,1001832.2299999959,6146,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,163.00556947608135
2017-02,282769.9999999997,1750,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,161.58285714285697
2018-07,1004530.450000001,6137,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,163.68428385204513
2018-04,1113181.2899999993,6764,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,164.57440715552917
2018-01,1071360.530000002,7155,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,149.73592313067812
2018-05,1153870.229999996,7042,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,163.85547145697188
2017-12,876981.0199999997,5825,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,150.5546815450643
2018-08,1011505.1299999991,6588,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,153.53751214329068
2017-04,395405.2399999998,2361,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,167.4736298178737
2017-03,429293.92000000004,2658,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,161.51012791572612
2018-03,1141321.3999999957,7265,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,157.0986097728831
2017-01,127716.33999999987,758,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,168.49121372031644
2016-10,53117.16999999996,300,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,177.05723333333322
2016-12,19.62,1,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,19.62
2016-09,0.0,1,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,0.0
2017-09,696608.6599999992,4285,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,162.56911551925302
2017-11,1149152.0000000012,7366,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,156.00760249796377
2018-02,955251.7600000013,6635,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,143.9716292388849
2017-08,651929.8200000032,4327,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,150.66554656806176
2017-10,759632.2000000009,4569,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,166.25786824250403
2017-07,560774.3500000024,3951,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,141.93225765629015
2017-06,498966.9200000029,3238,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,154.09725756639992
2017-05,573981.5900000039,3674,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,156.2279776810027
2018-09,0.0,1,approved|payments|excl|ex_canceled,approved,payments,n/a,excl,ex_canceled,0.0
2018-06,1024743.4499999954,6142,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,166.84198143926986
2017-02,283416.98999999947,1703,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,166.42219025249528
2018-07,1018465.3000000003,6125,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,166.2800489795919
2018-04,1133596.7999999996,6758,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,167.74146197099728
2018-01,1093944.940000004,7108,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,153.90333989870624
2018-05,1172252.8199999933,7026,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,166.84497865072493
2017-12,887431.94,5782,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,153.48182981667242
2018-08,1025771.7599999992,6575,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,156.01091406844094
2017-04,403041.68999999994,2352,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,171.36126275510202
2017-03,422126.8399999999,2626,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,160.74898705255137
2018-03,1164127.4699999958,7249,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,160.59145675265495
2017-01,130595.51999999981,750,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,174.12735999999975
2016-10,51490.74999999997,294,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,175.13860544217678
2016-12,19.62,1,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,19.62
2016-09,143.46,1,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,143.46
2017-09,708002.0999999994,4248,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,166.66716101694902
2017-11,1154810.440000001,7280,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,158.62780769230784
2018-02,972262.3600000009,6604,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,147.2232525741976
2017-08,661320.5200000026,4296,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,153.93866852886467
2017-10,770106.8900000002,4512,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,170.67971852836885
2017-07,572464.7800000029,3899,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,146.82348807386586
2017-06,504008.7100000029,3214,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,156.8166490354707
2017-05,583950.7200000036,3642,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,160.33792421746392
2018-09,166.46,1,approved|items|incl|ex_canceled_unavail,approved,items,incl,n/a,ex_canceled_unavail,166.46
2018-06,867661.4600000184,6142,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,141.26692608271222
2017-02,245097.40999999692,1703,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,143.92096887844798
2018-07,859898.0200000181,6125,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,140.3915134693907
2018-04,973904.0300000262,6758,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,144.11127996449042
2018-01,938458.5000000297,7108,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,132.02848902645326
2018-05,1014719.0400000259,7026,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,144.42343296328292
2017-12,763754.650000016,5782,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,132.091776202009
2018-08,873072.9000000228,6575,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,132.7867528517145
2017-04,351581.1699999994,2352,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,149.48178996598614
2017-03,364608.5799999999,2626,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,138.84561309977147
2018-03,990819.720000026,7249,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,136.68364188164244
2017-01,114646.10999999978,750,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,152.86147999999972
2016-10,44580.190000000104,294,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,151.63329931972825
2016-12,10.9,1,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,10.9
2016-09,134.97,1,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,134.97
2017-09,611934.0800000123,4248,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,144.05227871940025
2017-11,988487.5900000271,7280,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,135.7812623626411
2018-02,830740.000000027,6604,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,125.79345850999803
2017-08,567215.4400000104,4296,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,132.03338919925756
2017-10,665852.8300000111,4512,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,147.57376551418687
2017-07,487021.8800000057,3899,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,124.90943318799839
2017-06,433858.6900000035,3214,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,134.99025824517844
2017-05,504527.1500000068,3642,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,138.53024437122647
2018-09,145.0,1,approved|items|excl|ex_canceled_unavail,approved,items,excl,n/a,ex_canceled_unavail,145.0
2018-06,1024631.6299999956,6142,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,166.82377564311227
2017-02,283477.22999999946,1703,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,166.4575631238987
2018-07,1018528.6200000002,6125,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,166.29038693877555
2018-04,1133265.7999999996,6758,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,167.69248298313104
2018-01,1094109.1200000043,7108,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,153.92643781654533
2018-05,1171843.3799999934,7026,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,166.7867036720742
2017-12,886779.8999999996,5782,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,153.36905914908328
2018-08,1025627.8899999991,6575,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,155.98903269961963
2017-04,403169.23999999993,2352,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,171.4154931972789
2017-03,422165.27999999997,2626,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,160.76362528560549
2018-03,1164078.7799999956,7249,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,160.58473996413238
2017-01,130658.82999999981,750,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,174.21177333333307
2016-10,51793.75999999997,294,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,176.16925170068018
2016-12,19.62,1,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,19.62
